Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2017",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
"Los Angeles-Long Beach-Anaheim, CA M.S.A.2",,"13,375,094",,,,,,,,,
,Includes the Metropolitan Divisions of Anaheim-Santa Ana-Irvine and Los Angeles-Long Beach-Glendale ,,,,,,,,,,
,City of Los Angeles,"4,007,147"," 30,507 ", 281 ," 2,455 "," 10,814 "," 16,957 "," 101,618 "," 16,668 "," 65,757 "," 19,193 "
,City of Long Beach,"471,397"," 3,101 ", 22 , 203 ," 1,237 "," 1,639 "," 12,598 "," 2,765 "," 7,104 "," 2,729 "
,City of Anaheim,"353,400"," 1,253 ", 10 , 115 , 480 , 648 ," 9,296 "," 1,351 "," 6,393 "," 1,552 "
,City of Santa Ana,"335,699"," 1,640 ", 21 , 188 , 605 , 826 ," 7,017 ", 929 ," 4,108 "," 1,980 "
,City of Irvine,"276,115", 169 , 2 , 46 , 55 , 66 ," 3,635 ", 627 ," 2,814 ", 194 
,City of Glendale,"202,381", 274 , 3 , 32 , 127 , 112 ," 3,118 ", 498 ," 2,303 ", 317 
,City of Torrance,"147,482", 267 , 0 , 36 , 116 , 115 ," 3,206 ", 557 ," 2,213 ", 436 
,City of Pasadena,"142,891", 574 , 8 , 51 , 202 , 313 ," 2,946 ", 745 ," 1,842 ", 359 
,City of Orange,"141,130", 218 , 4 , 12 , 64 , 138 ," 2,584 ", 489 ," 1,754 ", 341 
,City of Costa Mesa,"113,267", 361 , 1 , 61 , 128 , 171 ," 4,298 ", 620 ," 3,158 ", 520 
,City of Burbank,"104,622", 253 , 0 , 20 , 86 , 147 ," 2,944 ", 355 ," 2,344 ", 245 
,City of Carson,"92,992", 475 , 8 , 20 , 166 , 281 ," 2,250 ", 479 ," 1,261 ", 510 
,City of Santa Monica,"92,935", 705 , 3 , 54 , 241 , 407 ," 4,374 ", 648 ," 3,462 ", 264 
,City of Newport Beach,"86,910", 124 , 0 , 31 , 21 , 72 ," 2,123 ", 361 ," 1,630 ", 132 
,City of Tustin,"81,246", 132 , 3 , 11 , 47 , 71 ," 1,949 ", 288 ," 1,484 ", 177 
,City of Monterey Park,"61,210", 112 , 1 , 10 , 55 , 46 ," 1,613 ", 439 , 955 , 219 
,City of Gardena,"60,249", 393 , 4 , 16 , 218 , 155 ," 1,393 ", 353 , 678 , 362 
,City of Arcadia,"58,883", 110 , 0 , 7 , 56 , 47 ," 1,534 ", 485 , 957 , 92 
,City of Fountain Valley,"56,704", 68 , 0 , 3 , 28 , 37 ," 1,581 ", 238 ," 1,199 ", 144 
,Total area actually reporting,100.0%," 66,435 ", 642 ," 5,129 "," 23,584 "," 37,080 "," 314,350 "," 57,168 "," 200,941 "," 56,241 "
,"Rate per 100,000 inhabitants",,496.7,4.8,38.3,176.3,277.2,"2,350.3",427.4,"1,502.4",420.5
"Anaheim-Santa Ana-Irvine, CA M.D.",,"3,195,538",,,,,,,,,
,Includes Orange County,,,,,,,,,,
,Total area actually reporting,100.0%," 7,627 ", 62 , 830 ," 2,495 "," 4,240 "," 65,638 "," 10,196 "," 46,607 "," 8,835 "
,"Rate per 100,000 inhabitants",,238.7,1.9,26.0,78.1,132.7,"2,054.1",319.1,"1,458.5",276.5
"Los Angeles-Long Beach-Glendale, CA M.D.2",,"10,179,556",,,,,,,,,
,Includes Los Angeles County,,,,,,,,,,
,Total area actually reporting,100.0%," 58,808 ", 580 ," 4,299 "," 21,089 "," 32,840 "," 248,712 "," 46,972 "," 154,334 "," 47,406 "
,"Rate per 100,000 inhabitants",,577.7,5.7,42.2,207.2,322.6,"2,443.2",461.4,"1,516.1",465.7
"Louisville/Jefferson County, KY-IN M.S.A.4",,"1,291,962", ,,,,, ,,,
,"Includes Clark, Floyd, Harrison, Scott, and Washington Counties, IN and Bullitt, Henry, Jefferson, Oldham, Shelby, Spencer, and Trimble Counties, KY",,,,,,,,,,
,"City of Louisville Metro, KY","684,362"," 4,428 ", 109 , 175 ," 1,326 "," 2,818 "," 28,211 "," 5,623 "," 18,724 "," 3,864 "
,Total area actually reporting,91.4%," 5,164 ", 121 , 273 ," 1,544 "," 3,226 "," 38,015 "," 7,312 "," 25,744 "," 4,959 "
,Estimated total,100.0%," 5,396 ", 123 , 299 ," 1,590 "," 3,384 "," 39,982 "," 7,608 "," 27,239 "," 5,135 "
,"Rate per 100,000 inhabitants",,417.7,9.5,23.1,123.1,261.9,"3,094.7",588.9,"2,108.3",397.5
"Lynchburg, VA M.S.A.",,"261,147", ,,,,, ,,,
,"Includes Amherst, Appomattox, Bedford, and Campbell Counties and Bedford and Lynchburg Cities",,,,,,,,,,
,City of Lynchburg,"80,890", 287 , 4 , 33 , 42 , 208 ," 1,886 ", 224 ," 1,522 ", 140 
,Total area actually reporting,100.0%, 502 , 7 , 78 , 66 , 351 ," 3,995 ", 544 ," 3,156 ", 295 
,"Rate per 100,000 inhabitants",,192.2,2.7,29.9,25.3,134.4,"1,529.8",208.3,"1,208.5",113.0
"Macon-Bibb County, GA M.S.A.",,"228,963", ,,,,, ,,,
,"Includes Bibb, Crawford, Jones, Monroe, and Twiggs Counties",,,,,,,,,,
,Total area actually reporting,99.6%," 1,057 ", 33 , 73 , 328 , 623 ," 9,076 "," 2,108 "," 6,317 ", 651 
,Estimated total,100.0%," 1,060 ", 33 , 73 , 329 , 625 ," 9,113 "," 2,113 "," 6,346 ", 654 
,"Rate per 100,000 inhabitants",,463.0,14.4,31.9,143.7,273.0,"3,980.1",922.9,"2,771.6",285.6
"Madera, CA M.S.A.",,"155,133", ,,,,, ,,,
,Includes Madera County,,,,,,,,,,
,City of Madera,"64,939", 378 , 4 , 32 , 107 , 235 ," 1,702 ", 336 , 967 , 399 
,Total area actually reporting,100.0%, 891 , 7 , 56 , 145 , 683 ," 3,484 ", 941 ," 1,830 ", 713 
,"Rate per 100,000 inhabitants",,574.3,4.5,36.1,93.5,440.3,"2,245.8",606.6,"1,179.6",459.6
"Madison, WI M.S.A.",,"656,500", ,,,,, ,,,
,"Includes Columbia, Dane, Green, and Iowa Counties",,,,,,,,,,
,City of Madison,"255,850", 958 , 11 , 95 , 212 , 640 ," 6,811 ", 927 ," 5,452 ", 432 
,Total area actually reporting,100.0%," 1,501 ", 15 , 193 , 301 , 992 ," 11,988 "," 1,712 "," 9,552 ", 724 
,"Rate per 100,000 inhabitants",,228.6,2.3,29.4,45.8,151.1,"1,826.0",260.8,"1,455.0",110.3
"Manchester-Nashua, NH M.S.A.",,"410,406",,,,,,,,,
,Includes Hillsborough County,, ,,,,,,,,
,City of Manchester,"110,655", 745 , 2 , 92 , 174 , 477 ," 2,905 ", 491 ," 2,229 ", 185 
,City of Nashua,"88,102", 150 , 1 , 53 , 30 , 66 ," 1,190 ", 115 ," 1,003 ", 72 
,Total area actually reporting,98.7%," 1,084 ", 4 , 202 , 214 , 664 ," 5,693 ", 832 ," 4,526 ", 335 
,Estimated total,100.0%," 1,091 ", 4 , 204 , 215 , 668 ," 5,751 ", 839 ," 4,574 ", 338 
,"Rate per 100,000 inhabitants",,265.8,1.0,49.7,52.4,162.8,"1,401.3",204.4,"1,114.5",82.4
"Manhattan, KS M.S.A.",,"97,562",,,,,,,,,
,Includes Pottawatomie and Riley Counties,, ,,,,,,,,
,Total area actually reporting,100.0%, 277 , 2 , 60 , 24 , 191 ," 1,801 ", 301 ," 1,395 ", 105 
,"Rate per 100,000 inhabitants",,283.9,2.0,61.5,24.6,195.8,"1,846.0",308.5,"1,429.9",107.6
"Mankato-North Mankato, MN M.S.A.",,"100,926",,,,,,,,,
,Includes Blue Earth and Nicollet Counties,, ,,,,,,,,
,City of Mankato,"42,047", 107 , 0 , 24 , 17 , 66 ," 1,301 ", 183 ," 1,067 ", 51 
,City of North Mankato,"13,664", 16 , 0 , 2 , 1 , 13 , 162 , 32 , 119 , 11 
,Total area actually reporting,100.0%, 166 , 0 , 49 , 20 , 97 ," 1,856 ", 312 ," 1,451 ", 93 
,"Rate per 100,000 inhabitants",,164.5,0.0,48.6,19.8,96.1,"1,839.0",309.1,"1,437.7",92.1
"Mansfield, OH M.S.A.",,"120,919",,,,,, ,,,
,Includes Richland County,,,,,,,,,,
,City of Mansfield,"46,507", 248 , 7 , 45 , 75 , 121 ," 2,392 ", 569 ," 1,745 ", 78 
,Total area actually reporting,99.3%, 324 , 7 , 69 , 97 , 151 ," 3,971 ", 897 ," 2,944 ", 130 
,Estimated total,100.0%, 325 , 7 , 69 , 97 , 152 ," 3,990 ", 900 ," 2,959 ", 131 
,"Rate per 100,000 inhabitants",,268.8,5.8,57.1,80.2,125.7,"3,299.7",744.3,"2,447.1",108.3
"McAllen-Edinburg-Mission, TX M.S.A.2",,"861,327",,,,,,,,,
,Includes Hidalgo County,,,,,,,,,,
,City of McAllen,"144,162", 208 , 7 , 27 , 49 , 125 ," 4,007 ", 185 ," 3,776 ", 46 
,City of Edinburg,"89,595", 299 , 2 , 51 , 44 , 202 ," 3,373 ", 472 ," 2,793 ", 108 
,City of Mission,"84,511", 98 , 0 , 27 , 30 , 41 ," 2,005 ", 231 ," 1,700 ", 74 
,Total area actually reporting,99.3%," 2,506 ", 38 , 411 , 361 ," 1,696 "," 21,519 "," 3,229 "," 17,509 ", 781 
,Estimated total,100.0%," 2,523 ", 38 , 414 , 365 ," 1,706 "," 21,656 "," 3,249 "," 17,615 ", 792 
,"Rate per 100,000 inhabitants",,292.9,4.4,48.1,42.4,198.1,"2,514.3",377.2,"2,045.1",92.0
"Medford, OR M.S.A.",,"219,042", ,,,,, ,,,
,Includes Jackson County,,,,,,,,,,
,City of Medford,"82,792", 376 , 4 , 33 , 98 , 241 ," 4,936 ", 489 ," 4,145 ", 302 
,Total area actually reporting,100.0%, 714 , 7 , 80 , 139 , 488 ," 8,526 "," 1,161 "," 6,783 ", 582 
,"Rate per 100,000 inhabitants",,326.0,3.2,36.5,63.5,222.8,"3,892.4",530.0,"3,096.7",265.7
"Memphis, TN-MS-AR M.S.A.4",,"1,346,961", ,,,,, ,,,
,"Includes Crittenden County, AR; Benton, DeSoto, Marshall, Tate, and Tunica4 Counties, MS; and Fayette, Shelby, and Tipton Counties, TN",,,,,,,,,,
,"City of Memphis, TN","652,765"," 13,077 ", 181 , 590 ," 3,457 "," 8,849 "," 41,110 "," 9,532 "," 27,576 "," 4,002 "
,Total area actually reporting,97.1%," 15,677 ", 219 , 796 ," 3,855 "," 10,807 "," 56,258 "," 13,098 "," 38,180 "," 4,980 "
,Estimated total,100.0%," 15,737 ", 220 , 803 ," 3,865 "," 10,849 "," 56,959 "," 13,270 "," 38,659 "," 5,030 "
,"Rate per 100,000 inhabitants",,"1,168.3",16.3,59.6,286.9,805.4,"4,228.7",985.2,"2,870.1",373.4
"Merced, CA M.S.A.",,"270,396", ,,,,, ,,,
,Includes Merced County,,,,,,,,,,
,City of Merced,"83,180", 563 , 8 , 28 , 158 , 369 ," 2,668 ", 472 ," 1,706 ", 490 
,Total area actually reporting,100.0%," 1,557 ", 19 , 64 , 274 ," 1,200 "," 7,148 "," 1,607 "," 4,383 "," 1,158 "
,"Rate per 100,000 inhabitants",,575.8,7.0,23.7,101.3,443.8,"2,643.5",594.3,"1,621.0",428.3
"Miami-Fort Lauderdale-West Palm Beach, FL M.S.A.",,"6,167,945",,,,,,,,,
,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Delray Beach",,,,,,,,,,
,City of Miami,"463,009"," 3,338 ", 52 , 105 , 978 ," 2,203 "," 18,586 "," 2,440 "," 14,311 "," 1,835 "
,City of Fort Lauderdale,"180,972"," 1,072 ", 15 , 81 , 429 , 547 ," 10,006 "," 1,657 "," 7,424 ", 925 
,City of West Palm Beach,"109,459", 906 , 25 , 66 , 322 , 493 ," 5,275 ", 847 ," 3,907 ", 521 
,City of Pompano Beach,"111,027", 958 , 8 , 61 , 410 , 479 ," 5,330 ", 898 ," 3,624 ", 808 
,City of Miami Beach,"92,571", 884 , 4 , 101 , 308 , 471 ," 7,587 ", 706 ," 6,431 ", 450 
,City of Boca Raton,"98,069", 223 , 1 , 27 , 81 , 114 ," 2,503 ", 435 ," 1,871 ", 197 
,City of Deerfield Beach,"80,552", 324 , 3 , 35 , 111 , 175 ," 2,360 ", 328 ," 1,771 ", 261 
,City of Delray Beach,"68,533", 409 , 2 , 36 , 93 , 278 ," 2,587 ", 366 ," 1,949 ", 272 
,City of Jupiter,"65,311", 103 , 4 , 14 , 22 , 63 ," 1,210 ", 133 ," 1,019 ", 58 
,Total area actually reporting,100.0%," 28,261 ", 375 ," 2,005 "," 8,229 "," 17,652 "," 189,749 "," 25,852 "," 145,685 "," 18,212 "
,"Rate per 100,000 inhabitants",,458.2,6.1,32.5,133.4,286.2,"3,076.4",419.1,"2,362.0",295.3
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",,"1,942,468",,,,,,,,,
,Includes Broward County,,,,,,,,,,
,Total area actually reporting,100.0%," 7,546 ", 95 , 581 ," 2,523 "," 4,347 "," 57,397 "," 8,191 "," 43,253 "," 5,953 "
,"Rate per 100,000 inhabitants",,388.5,4.9,29.9,129.9,223.8,"2,954.8",421.7,"2,226.7",306.5
"Miami-Miami Beach-Kendall, FL M.D.",,"2,756,549",,,,,,,,,
,Includes Miami-Dade County,,,,,,,,,,
,Total area actually reporting,100.0%," 14,460 ", 188 , 874 ," 4,032 "," 9,366 "," 92,712 "," 11,628 "," 72,384 "," 8,700 "
,"Rate per 100,000 inhabitants",,524.6,6.8,31.7,146.3,339.8,"3,363.3",421.8,"2,625.9",315.6
"West Palm Beach-Boca Raton-Delray Beach, FL M.D.",,"1,468,928",,,,,,,,,
,Includes Palm Beach County,,,,,,,,,,
,Total area actually reporting,100.0%," 6,255 ", 92 , 550 ," 1,674 "," 3,939 "," 39,640 "," 6,033 "," 30,048 "," 3,559 "
,"Rate per 100,000 inhabitants",,425.8,6.3,37.4,114.0,268.2,"2,698.6",410.7,"2,045.6",242.3
"Midland, MI M.S.A.",,"83,632", ,,,,, ,,,
,Includes Midland County,,,,,,,,,,
,City of Midland,"42,131", 53 , 1 , 25 , 1 , 26 , 508 , 54 , 444 , 10 
,Total area actually reporting,100.0%, 113 , 1 , 44 , 1 , 67 , 822 , 121 , 677 , 24 
,"Rate per 100,000 inhabitants",,135.1,1.2,52.6,1.2,80.1,982.9,144.7,809.5,28.7
"Midland, TX M.S.A.",,"172,994", ,,,,, ,,,
,Includes Martin and Midland Counties,,,,,,,,,,
,City of Midland,"138,954", 377 , 2 , 37 , 59 , 279 ," 2,677 ", 431 ," 2,026 ", 220 
,Total area actually reporting,98.2%, 462 , 2 , 39 , 79 , 342 ," 3,368 ", 543 ," 2,503 ", 322 
,Estimated total,100.0%, 470 , 2 , 40 , 81 , 347 ," 3,437 ", 553 ," 2,557 ", 327 
,"Rate per 100,000 inhabitants",,271.7,1.2,23.1,46.8,200.6,"1,986.8",319.7,"1,478.1",189.0
"Milwaukee-Waukesha-West Allis, WI M.S.A.",,"1,575,520",,,,,,,,,
,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties",,,,,,,,,,
,City of Milwaukee,"595,168"," 9,507 ", 118 , 434 ," 2,919 "," 6,036 "," 22,569 "," 5,518 "," 11,548 "," 5,503 "
,City of Waukesha,"72,565", 119 , 0 , 43 , 25 , 51 ," 1,007 ", 126 , 845 , 36 
,City of West Allis,"60,043", 205 , 2 , 26 , 82 , 95 ," 2,044 ", 324 ," 1,536 ", 184 
,Total area actually reporting,100.0%," 10,721 ", 124 , 644 ," 3,301 "," 6,652 "," 40,111 "," 7,429 "," 26,095 "," 6,587 "
,"Rate per 100,000 inhabitants",,680.5,7.9,40.9,209.5,422.2,"2,545.9",471.5,"1,656.3",418.1
"Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.",,"3,597,545",,,,,,,,,
,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Le Sueur, Mille Lacs, Ramsey, Scott, Sherburne, Sibley, Washington, and Wright Counties, MN and Pierce and St. Croix Counties, WI",,,,,,,,,,
,"City of Minneapolis, MN","418,971"," 4,614 ", 42 , 514 ," 1,819 "," 2,239 "," 19,446 "," 3,762 "," 13,296 "," 2,388 "
,"City of St. Paul, MN","306,696"," 1,996 ", 22 , 217 , 697 ," 1,060 "," 10,935 "," 2,274 "," 6,577 "," 2,084 "
,"City of Bloomington, MN","85,704", 140 , 1 , 43 , 33 , 63 ," 2,590 ", 175 ," 2,282 ", 133 
,"City of Plymouth, MN","78,356", 63 , 0 , 16 , 15 , 32 , 964 , 181 , 755 , 28 
,"City of Eagan, MN","66,805", 58 , 2 , 18 , 14 , 24 ," 1,270 ", 100 ," 1,128 ", 42 
,"City of Eden Prairie, MN","64,429", 32 , 2 , 7 , 9 , 14 , 824 , 56 , 739 , 29 
,Total area actually reporting,99.9%," 10,178 ", 95 ," 1,557 "," 3,301 "," 5,225 "," 86,492 "," 12,701 "," 66,076 "," 7,715 "
,Estimated total,100.0%," 10,182 ", 95 ," 1,558 "," 3,302 "," 5,227 "," 86,540 "," 12,706 "," 66,117 "," 7,717 "
,"Rate per 100,000 inhabitants",,283.0,2.6,43.3,91.8,145.3,"2,405.5",353.2,"1,837.8",214.5
"Missoula, MT M.S.A.",,"117,150", ,,,,, ,,,
,Includes Missoula County,,,,,,,,,,
,City of Missoula,"73,304", 352 , 2 , 71 , 45 , 234 ," 3,342 ", 325 ," 2,843 ", 174 
,Total area actually reporting,100.0%, 471 , 4 , 89 , 49 , 329 ," 3,776 ", 428 ," 3,137 ", 211 
,"Rate per 100,000 inhabitants",,402.0,3.4,76.0,41.8,280.8,"3,223.2",365.3,"2,677.8",180.1
"Mobile, AL M.S.A.7",,"414,842", ,,,,, ,,,
,Includes Mobile County,,,,,,,,,,
,City of Mobile7,"248,431"," 1,839 ", 50 , 142 , 440 ," 1,207 "," 13,549 "," 3,023 "," 9,267 "," 1,259 "
,Total area actually reporting,99.5%," 2,558 ", 64 , 178 , 568 ," 1,748 "," 18,832 "," 4,476 "," 12,462 "," 1,894 "
,Estimated total,100.0%," 2,568 ", 64 , 179 , 570 ," 1,755 "," 18,897 "," 4,487 "," 12,511 "," 1,899 "
,"Rate per 100,000 inhabitants",,619.0,15.4,43.1,137.4,423.1,"4,555.2","1,081.6","3,015.8",457.8
"Modesto, CA M.S.A.",,"545,448", ,,,,, ,,,
,Includes Stanislaus County,,,,,,,,,,
,City of Modesto,"213,677"," 2,074 ", 20 , 110 , 519 ," 1,425 "," 8,465 "," 1,188 "," 5,865 "," 1,412 "
,Total area actually reporting,100.0%," 3,300 ", 41 , 196 , 905 ," 2,158 "," 16,789 "," 2,774 "," 10,781 "," 3,234 "
,"Rate per 100,000 inhabitants",,605.0,7.5,35.9,165.9,395.6,"3,078.0",508.6,"1,976.5",592.9
"Monroe, LA M.S.A.2",,"179,088", ,,,,, ,,,
,Includes Ouachita and Union Parishes,,,,,,,,,,
,City of Monroe2,"49,354"," 1,098 ", 13 , 35 , 214 , 836 ," 4,063 ", 848 ," 3,011 ", 204 
,Total area actually reporting,95.6%," 1,640 ", 17 , 66 , 272 ," 1,285 "," 8,231 "," 2,217 "," 5,580 ", 434 
,Estimated total,100.0%," 1,675 ", 18 , 68 , 277 ," 1,312 "," 8,521 "," 2,269 "," 5,806 ", 446 
,"Rate per 100,000 inhabitants",,935.3,10.1,38.0,154.7,732.6,"4,758.0","1,267.0","3,242.0",249.0
"Monroe, MI M.S.A.",,"149,119", ,,,,, ,,,
,Includes Monroe County,,,,,,,,,,
,City of Monroe,"19,868", 107 , 1 , 25 , 9 , 72 , 389 , 54 , 303 , 32 
,Total area actually reporting,97.3%, 362 , 3 , 110 , 30 , 219 ," 2,119 ", 477 ," 1,471 ", 171 
,Estimated total,100.0%, 373 , 3 , 112 , 32 , 226 ," 2,188 ", 488 ," 1,524 ", 176 
,"Rate per 100,000 inhabitants",,250.1,2.0,75.1,21.5,151.6,"1,467.3",327.3,"1,022.0",118.0
"Montgomery, AL M.S.A.",,"373,522", ,,,,, ,,,
,"Includes Autauga, Elmore, Lowndes, and Montgomery Counties",,,,,,,,,,
,City of Montgomery,"199,099"," 1,277 ", 38 , 52 , 346 , 841 ," 8,800 "," 2,129 "," 5,827 ", 844 
,Total area actually reporting,99.0%," 1,794 ", 50 , 111 , 436 ," 1,197 "," 13,068 "," 2,997 "," 8,844 "," 1,227 "
,Estimated total,100.0%," 1,813 ", 50 , 113 , 439 ," 1,211 "," 13,192 "," 3,018 "," 8,937 "," 1,237 "
,"Rate per 100,000 inhabitants",,485.4,13.4,30.3,117.5,324.2,"3,531.8",808.0,"2,392.6",331.2
"Morgantown, WV M.S.A.",,"138,881", ,,,,, ,,,
,Includes Monongalia and Preston Counties,,,,,,,,,,
,City of Morgantown,"31,215", 83 , 0 , 10 , 16 , 57 , 480 , 88 , 369 , 23 
,Total area actually reporting,88.4%, 354 , 0 , 46 , 36 , 272 ," 1,523 ", 331 ," 1,105 ", 87 
,Estimated total,100.0%, 393 , 0 , 52 , 41 , 300 ," 2,018 ", 403 ," 1,497 ", 118 
,"Rate per 100,000 inhabitants",,283.0,0.0,37.4,29.5,216.0,"1,453.0",290.2,"1,077.9",85.0
"Morristown, TN M.S.A.",,"118,061", ,,,,, ,,,
,Includes Hamblen and Jefferson Counties,,,,,,,,,,
,City of Morristown,"29,774", 222 , 2 , 12 , 23 , 185 ," 1,387 ", 210 ," 1,066 ", 111 
,Total area actually reporting,100.0%, 477 , 3 , 34 , 39 , 401 ," 3,031 ", 599 ," 2,176 ", 256 
,"Rate per 100,000 inhabitants",,404.0,2.5,28.8,33.0,339.7,"2,567.3",507.4,"1,843.1",216.8
"Mount Vernon-Anacortes, WA M.S.A.",,"125,204",,,,,,,,,
,Includes Skagit County,, ,,,,,,,,
,City of Mount Vernon,"35,085", 82 , 3 , 15 , 23 , 41 ," 1,302 ", 234 , 947 , 121 
,City of Anacortes,"16,838", 19 , 0 , 4 , 0 , 15 , 470 , 64 , 386 , 20 
,Total area actually reporting,100.0%, 262 , 10 , 47 , 51 , 154 ," 4,076 ", 794 ," 2,988 ", 294 
,"Rate per 100,000 inhabitants",,209.3,8.0,37.5,40.7,123.0,"3,255.5",634.2,"2,386.5",234.8
"Muncie, IN M.S.A.",,"115,406", ,,,,, ,,,
,Includes Delaware County,,,,,,,,,,
,City of Muncie,"68,814", 246 , 3 , 38 , 85 , 120 ," 2,491 ", 422 ," 1,794 ", 275 
,Total area actually reporting,100.0%, 324 , 5 , 50 , 95 , 174 ," 3,080 ", 536 ," 2,204 ", 340 
,"Rate per 100,000 inhabitants",,280.7,4.3,43.3,82.3,150.8,"2,668.8",464.4,"1,909.8",294.6
"Muskegon, MI M.S.A.",,"174,084", ,,,,, ,,,
,Includes Muskegon County,,,,,,,,,,
,City of Muskegon,"38,375", 229 , 3 , 29 , 55 , 142 ," 2,059 ", 395 ," 1,467 ", 197 
,Total area actually reporting,100.0%, 702 , 9 , 150 , 118 , 425 ," 5,838 ", 909 ," 4,562 ", 367 
,"Rate per 100,000 inhabitants",,403.3,5.2,86.2,67.8,244.1,"3,353.6",522.2,"2,620.6",210.8
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC M.S.A.4",,"462,909",,,,,,,,,
,"Includes Brunswick County, NC4 and Horry County, SC",, ,,,,,,,,
,"City of Myrtle Beach, SC","33,167", 523 , 5 , 60 , 146 , 312 ," 4,331 ", 378 ," 3,608 ", 345 
,"City of Conway, SC","23,806", 142 , 2 , 21 , 18 , 101 , 936 , 100 , 769 , 67 
,"City of North Myrtle Beach, SC","16,422", 72 , 0 , 22 , 13 , 37 ," 1,278 ", 197 , 976 , 105 
,Total area actually reporting,98.2%," 1,901 ", 28 , 354 , 328 ," 1,191 "," 16,469 "," 2,872 "," 12,262 "," 1,335 "
,Estimated total,100.0%," 1,924 ", 28 , 356 , 334 ," 1,206 "," 16,708 "," 2,914 "," 12,449 "," 1,345 "
,"Rate per 100,000 inhabitants",,415.6,6.0,76.9,72.2,260.5,"3,609.3",629.5,"2,689.3",290.6
"Napa, CA M.S.A.",,"142,919", ,,,,, ,,,
,Includes Napa County,,,,,,,,,,
,City of Napa,"80,958", 272 , 1 , 39 , 43 , 189 ," 1,353 ", 338 , 828 , 187 
,Total area actually reporting,100.0%, 597 , 1 , 60 , 61 , 475 ," 2,225 ", 560 ," 1,384 ", 281 
,"Rate per 100,000 inhabitants",,417.7,0.7,42.0,42.7,332.4,"1,556.8",391.8,968.4,196.6
"Naples-Immokalee-Marco Island, FL M.S.A.",,"373,775",,,,,,,,,
,Includes Collier County,, ,,,,,,,,
,City of Naples,"22,244", 23 , 1 , 3 , 3 , 16 , 389 , 57 , 323 , 9 
,City of Marco Island,"18,089", 11 , 0 , 2 , 0 , 9 , 122 , 16 , 97 , 9 
,Total area actually reporting,100.0%, 996 , 7 , 82 , 155 , 752 ," 4,392 ", 712 ," 3,447 ", 233 
,"Rate per 100,000 inhabitants",,266.5,1.9,21.9,41.5,201.2,"1,175.0",190.5,922.2,62.3
"Nashville-Davidson–Murfreesboro–Franklin, TN M.S.A.",,"1,902,780",,,,,,,,,
,"Includes Cannon, Cheatham, Davidson, Dickson, Hickman, Macon, Maury, Robertson, Rutherford, Smith, Sumner, Trousdale, Williamson, and Wilson Counties ",,,,,,,,,,
,City of Nashville Metropolitan,"674,942"," 7,682 ", 110 , 492 ," 2,046 "," 5,034 "," 25,769 "," 4,261 "," 18,943 "," 2,565 "
,City of Murfreesboro,"136,102", 735 , 3 , 89 , 144 , 499 ," 4,339 ", 522 ," 3,548 ", 269 
,City of Franklin,"76,995", 146 , 1 , 18 , 14 , 113 ," 1,048 ", 78 , 940 , 30 
,Total area actually reporting,100.0%," 11,890 ", 149 , 894 ," 2,486 "," 8,361 "," 48,684 "," 7,912 "," 36,448 "," 4,324 "
,"Rate per 100,000 inhabitants",,624.9,7.8,47.0,130.7,439.4,"2,558.6",415.8,"1,915.5",227.2
"New Bern, NC M.S.A.4",,"126,212",,,,,,,,,
,"Includes Craven, Jones, and Pamlico Counties4",, ,,,,,,,,
,City of New Bern4,"30,191",, 1 ,, 47 , 92 ," 1,005 ", 198 , 792 , 15 
,Total area actually reporting,88.7%,, 3 ,, 72 , 188 ," 2,589 ", 853 ," 1,659 ", 77 
,Estimated total,100.0%,, 3 ,, 78 , 207 ," 2,860 ", 923 ," 1,846 ", 91 
,"Rate per 100,000 inhabitants",,,2.4,,61.8,164.0,"2,266.0",731.3,"1,462.6",72.1
"New Haven-Milford, CT M.S.A.",,"801,867",,,,,,,,,
,Includes New Haven County,, ,,,,,,,,
,City of New Haven,"129,953"," 1,100 ", 7 , 52 , 378 , 663 ," 5,211 ", 840 ," 3,728 ", 643 
,City of Milford,"54,265", 24 , 0 , 1 , 18 , 5 , 967 , 92 , 809 , 66 
,Total area actually reporting,100.0%," 2,465 ", 23 , 200 , 856 ," 1,386 "," 19,355 "," 2,776 "," 14,223 "," 2,356 "
,"Rate per 100,000 inhabitants",,307.4,2.9,24.9,106.8,172.8,"2,413.7",346.2,"1,773.7",293.8
"New Orleans-Metairie, LA M.S.A.2",,"1,276,063",,,,,,,,,
,"Includes Jefferson, Orleans, Plaquemines, St. Bernard, St. Charles, St. James, St. John the Baptist, and St. Tammany Parishes",,,,,,,,,,
