Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2010",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,"City of Fayetteville, AR","79,237",328,1,55,37,235,"2,746",465,"2,168",113
,"City of Springdale, AR","71,047",325,0,68,18,239,"2,129",373,"1,631",125
,"City of Rogers, AR5","61,417",219,2,50,11,156,,,"1,629",44
,"City of Bentonville, AR","39,161",63,0,15,4,44,705,142,537,26
,Total area actually reporting,99.3%,"1,537",4,277,81,"1,175",,,"7,665",480
,Estimated total,100.0%,"1,551",4,278,83,"1,186",,,"7,733",484
,"Rate per 100,000 inhabitants",,324.2,0.8,58.1,17.3,247.9,,,"1,616.4",101.2
"Flagstaff, AZ M.S.A.",,"125,838", ,,,,, ,,,
,Includes Coconino County,,,,,,,,,,
,City of Flagstaff,"58,739",267,5,37,49,176,"2,955",226,"2,666",63
,Total area actually reporting,100.0%,507,6,61,59,381,"4,418",520,"3,794",104
,"Rate per 100,000 inhabitants",,402.9,4.8,48.5,46.9,302.8,"3,510.9",413.2,"3,015.0",82.6
"Flint, MI M.S.A.",,"419,008", ,,,,, ,,,
,Includes Genesee County,,,,,,,,,,
,City of Flint,"109,245","2,412",53,92,670,"1,597","6,237","3,648","1,936",653
,Total area actually reporting,96.3%,"3,418",58,220,917,"2,223","15,034","6,238","7,605","1,191"
,Estimated total,100.0%,"3,465",58,225,928,"2,254","15,448","6,328","7,896","1,224"
,"Rate per 100,000 inhabitants",,827.0,13.8,53.7,221.5,537.9,"3,686.8","1,510.2","1,884.5",292.1
"Florence, SC M.S.A.",,"201,596", ,,,,, ,,,
,Includes Darlington and Florence Counties,,,,,,,,,,
,City of Florence,"32,273",354,2,8,108,236,"2,891",546,"2,215",130
,Total area actually reporting,100.0%,"1,390",21,61,306,"1,002","9,724","2,551","6,646",527
,"Rate per 100,000 inhabitants",,689.5,10.4,30.3,151.8,497.0,"4,823.5","1,265.4","3,296.7",261.4
"Fond du Lac, WI M.S.A.",,"100,387", ,,,,, ,,,
,Includes Fond du Lac County,,,,,,,,,,
,City of Fond du Lac,"42,369",131,0,21,13,97,"1,130",194,908,28
,Total area actually reporting,100.0%,175,1,31,13,130,"1,750",367,"1,324",59
,"Rate per 100,000 inhabitants",,174.3,1.0,30.9,12.9,129.5,"1,743.3",365.6,"1,318.9",58.8
"Fort Collins-Loveland, CO M.S.A.",,"298,883",,,,,,,,,
,Includes Larimer County,, ,,,,,,,,
,City of Fort Collins,"138,689",438,0,64,50,324,"4,551",643,"3,706",202
,City of Loveland,"66,857",128,0,21,15,92,"1,592",199,"1,325",68
,Total area actually reporting,100.0%,713,0,113,83,517,"7,709","1,136","6,234",339
,"Rate per 100,000 inhabitants",,238.6,0.0,37.8,27.8,173.0,"2,579.3",380.1,"2,085.8",113.4
"Fort Smith, AR-OK M.S.A.",,"296,159", , ,,,, ,,,
,"Includes Crawford, Franklin, and Sebastian Counties, AR and Le Flore and Sequoyah Counties, OK",,,,,,,,,,
,"City of Fort Smith, AR","86,096",667,6,74,124,463,"4,815","1,073","3,530",212
,Total area actually reporting,99.8%,"1,238",14,123,151,950,"8,898","2,312","6,189",397
,Estimated total,100.0%,"1,241",14,123,151,953,"8,923","2,320","6,205",398
,"Rate per 100,000 inhabitants",,419.0,4.7,41.5,51.0,321.8,"3,012.9",783.4,"2,095.2",134.4
"Fort Wayne, IN M.S.A.2",,"418,216", ,,,,, ,,,
,"Includes Allen, Wells, and Whitley Counties",,,,,,,,,,
,City of Fort Wayne2,"257,009",746,23,96,314,313,"8,860","2,140","6,433",287
,Total area actually reporting,94.5%,862,25,117,337,383,"10,930","2,542","8,010",378
,Estimated total,100.0%,883,25,120,340,398,"11,247","2,626","8,223",398
,"Rate per 100,000 inhabitants",,211.1,6.0,28.7,81.3,95.2,"2,689.3",627.9,"1,966.2",95.2
"Fresno, CA M.S.A.",,"926,736", ,,,,, ,,,
,Includes Fresno County,,,,,,,,,,
,City of Fresno,"484,734","3,034",45,70,"1,021","1,898","24,460","5,262","14,645","4,553"
,Total area actually reporting,100.0%,"4,976",63,181,"1,368","3,364","39,398","9,082","23,296","7,020"
,"Rate per 100,000 inhabitants",,536.9,6.8,19.5,147.6,363.0,"4,251.3",980.0,"2,513.8",757.5
"Gadsden, AL M.S.A.",,"104,600", ,,,,, ,,,
,Includes Etowah County,,, ,,,,,,,
,City of Gadsden,"36,835",318,5,30,110,173,"2,620",681,"1,797",142
,Total area actually reporting,100.0%,481,7,44,116,314,"4,087",933,"2,953",201
,"Rate per 100,000 inhabitants",,459.8,6.7,42.1,110.9,300.2,"3,907.3",892.0,"2,823.1",192.2
"Gainesville, FL M.S.A.",,"263,388", ,,,,, ,,,
,Includes Alachua and Gilchrist Counties,,,,,,,,,,
,City of Gainesville,"116,880",906,4,86,199,617,"5,404","1,213","3,859",332
,Total area actually reporting,99.0%,"1,629",13,131,298,"1,187","9,311","2,356","6,451",504
,Estimated total,100.0%,"1,642",13,132,302,"1,195","9,416","2,380","6,525",511
,"Rate per 100,000 inhabitants",,623.4,4.9,50.1,114.7,453.7,"3,575.0",903.6,"2,477.3",194.0
"Gainesville, GA M.S.A.",,"186,894", ,,,,, ,,,
,Includes Hall County,,,,,,,,,,
,City of Gainesville,"35,657",119,1,17,39,62,"1,623",278,"1,283",62
,Total area actually reporting,100.0%,326,4,36,87,199,"4,515","1,101","3,111",303
,"Rate per 100,000 inhabitants",,174.4,2.1,19.3,46.6,106.5,"2,415.8",589.1,"1,664.6",162.1
"Glens Falls, NY M.S.A.",,"127,776", ,,,,, ,,,
,Includes Warren and Washington Counties,,,,,,,,,,
,City of Glens Falls,"13,650",42,0,2,3,37,209,29,177,3
,Total area actually reporting,100.0%,187,0,34,14,139,"1,978",414,"1,519",45
,"Rate per 100,000 inhabitants",,146.3,0.0,26.6,11.0,108.8,"1,548.0",324.0,"1,188.8",35.2
"Goldsboro, NC M.S.A.",,"113,929", ,,,,, ,,,
,Includes Wayne County,,,,,,,,,,
,City of Goldsboro,"38,179",386,5,3,105,273,"2,525",734,"1,663",128
,Total area actually reporting,97.4%,584,8,6,151,419,"5,018","1,880","2,886",252
,Estimated total,100.0%,593,8,7,153,425,"5,140","1,909","2,973",258
,"Rate per 100,000 inhabitants",,520.5,7.0,6.1,134.3,373.0,"4,511.6","1,675.6","2,609.5",226.5
"Grand Forks, ND-MN M.S.A.3",,"99,717", ,,,,, ,,,
,"Includes Polk County, MN3 and Grand Forks County, ND",,,,,,,,,,
,"City of Grand Forks, ND","53,382",119,0,33,7,79,"1,424",252,"1,095",77
,Total area actually reporting,100.0%,,1,,9,119,"2,190",418,"1,665",107
,"Rate per 100,000 inhabitants",,,1.0,,9.0,119.3,"2,196.2",419.2,"1,669.7",107.3
"Grand Junction, CO M.S.A.",,"147,126", ,,,,, ,,,
,Includes Mesa County,,,,,,,,,,
,City of Grand Junction,"59,029",206,2,42,28,134,"2,167",333,"1,734",100
,Total area actually reporting,97.7%,383,3,72,44,264,"3,697",649,"2,866",182
,Estimated total,100.0%,391,3,73,45,270,"3,794",664,"2,941",189
,"Rate per 100,000 inhabitants",,265.8,2.0,49.6,30.6,183.5,"2,578.7",451.3,"1,999.0",128.5
"Grand Rapids-Wyoming, MI M.S.A.",,"774,621",,,,,,,,,
,"Includes Barry, Ionia, Kent, and Newaygo Counties",, ,,,,,,,,
,City of Grand Rapids,"191,566","1,645",9,90,521,"1,025","7,760","2,771","4,609",380
,City of Wyoming,"70,160",230,1,39,46,144,"1,586",515,911,160
,Total area actually reporting,96.4%,"2,930",16,352,690,"1,872","18,704","5,682","12,084",938
,Estimated total,100.0%,"3,019",17,362,710,"1,930","19,465","5,848","12,619",998
,"Rate per 100,000 inhabitants",,389.7,2.2,46.7,91.7,249.2,"2,512.8",754.9,"1,629.1",128.8
"Great Falls, MT M.S.A.",,"82,913", ,,,,, ,,,
,Includes Cascade County,,,,,,,,,,
,City of Great Falls,"59,984",124,4,6,21,93,"2,776",308,"2,343",125
,Total area actually reporting,100.0%,162,4,6,23,129,"2,994",340,"2,509",145
,"Rate per 100,000 inhabitants",,195.4,4.8,7.2,27.7,155.6,"3,611.0",410.1,"3,026.1",174.9
"Greeley, CO M.S.A.",,"259,483", ,,,,, ,,,
,Includes Weld County,,,,,,,,,,
,City of Greeley,"92,804",425,1,41,56,327,"2,970",537,"2,285",148
,Total area actually reporting,97.9%,674,3,69,76,526,"5,556","1,114","4,110",332
,Estimated total,100.0%,687,3,71,78,535,"5,714","1,138","4,232",344
,"Rate per 100,000 inhabitants",,264.8,1.2,27.4,30.1,206.2,"2,202.1",438.6,"1,630.9",132.6
"Green Bay, WI M.S.A.2",,"307,162", ,,,,, ,,,
,"Includes Brown, Kewaunee, and Oconto Counties",,, ,,,,,,,
,City of Green Bay2,"101,320",370,2,54,67,247,"2,595",568,"1,917",110
,Total area actually reporting,100.0%,483,3,94,75,311,"5,641","1,146","4,302",193
,"Rate per 100,000 inhabitants",,157.2,1.0,30.6,24.4,101.2,"1,836.5",373.1,"1,400.6",62.8
"Greensboro-High Point, NC M.S.A.",,"722,587",,,,,,,,,
,"Includes Guilford, Randolph, and Rockingham Counties",, ,,,,,,,,
,City of Greensboro,"257,237","1,512",20,56,626,810,"13,776","4,221","8,755",800
,City of High Point,"103,473",598,2,28,216,352,"4,796","1,291","3,289",216
,Total area actually reporting,99.9%,"2,772",31,121,992,"1,628","28,992","8,673","18,817","1,502"
,Estimated total,100.0%,"2,773",31,121,992,"1,629","29,004","8,676","18,825","1,503"
,"Rate per 100,000 inhabitants",,383.8,4.3,16.7,137.3,225.4,"4,013.9","1,200.7","2,605.2",208.0
"Greenville-Mauldin-Easley, SC M.S.A.",,"648,658", ,,,,, ,,,
,"Includes Greenville, Laurens, and Pickens Counties",,,,,,,,,,
,City of Greenville,"62,368",468,3,20,132,313,"3,265",597,"2,499",169
,City of Mauldin,"23,218",75,0,2,17,56,548,83,428,37
,City of Easley,"20,818",70,2,4,10,54,"1,034",161,826,47
,Total area actually reporting,100.0%,"3,364",30,213,593,"2,528","22,296","5,494","15,257","1,545"
,"Rate per 100,000 inhabitants",,518.6,4.6,32.8,91.4,389.7,"3,437.3",847.0,"2,352.1",238.2
"Gulfport-Biloxi, MS M.S.A.",,"238,426",,,,,,,,,
,"Includes Hancock, Harrison, and Stone Counties",, ,,,,,,,,
,City of Gulfport,"70,806",161,6,23,67,65,"3,715",920,"2,642",153
,City of Biloxi,"45,350",211,1,33,118,59,"2,516",943,"1,442",131
,Total area actually reporting,83.7%,483,10,75,209,189,"9,606","2,641","6,481",484
,Estimated total,100.0%,529,12,84,217,216,"10,277","2,874","6,862",541
,"Rate per 100,000 inhabitants",,221.9,5.0,35.2,91.0,90.6,"4,310.4","1,205.4","2,878.0",226.9
"Hagerstown-Martinsburg, MD-WV M.S.A.",,"273,944",,,,,,,,,
,"Includes Washington County, MD and Berkeley and Morgan Counties, WV",, ,,,,,,,,
,"City of Hagerstown, MD","40,564",177,0,10,97,70,"1,436",303,"1,013",120
,"City of Martinsburg, WV","17,654",65,0,2,17,46,969,115,815,39
,Total area actually reporting,99.6%,669,2,48,161,458,"5,594","1,291","3,943",360
,Estimated total,100.0%,673,2,48,162,461,"5,635","1,298","3,975",362
,"Rate per 100,000 inhabitants",,245.7,0.7,17.5,59.1,168.3,"2,057.0",473.8,"1,451.0",132.1
"Hanford-Corcoran, CA M.S.A.",,"150,689",,,,,,,,,
,Includes Kings County,, ,,,,,,,,
,City of Hanford,"50,903",181,0,6,43,132,"1,159",252,707,200
,City of Corcoran,"25,112",42,0,1,4,37,289,119,135,35
,Total area actually reporting,100.0%,533,3,29,85,416,"2,956",791,"1,731",434
,"Rate per 100,000 inhabitants",,353.7,2.0,19.2,56.4,276.1,"1,961.7",524.9,"1,148.7",288.0
"Harrisburg-Carlisle, PA M.S.A.",,"542,444",,,,,,,,,
,"Includes Cumberland, Dauphin, and Perry Counties",, ,,,,,,,,
,City of Harrisburg,"47,509",780,14,63,446,257,"2,235",666,"1,377",192
,City of Carlisle,"18,708",54,0,10,27,17,557,72,482,3
,Total area actually reporting,99.7%,"1,646",19,186,647,794,"11,484","2,162","8,881",441
,Estimated total,100.0%,"1,649",19,186,648,796,"11,509","2,166","8,901",442
,"Rate per 100,000 inhabitants",,304.0,3.5,34.3,119.5,146.7,"2,121.7",399.3,"1,640.9",81.5
"Harrisonburg, VA M.S.A.",,"121,985", ,,,,, ,,,
,Includes Rockingham County and Harrisonburg City,,,,,,,,,,
,City of Harrisonburg,"45,804",91,1,11,13,66,"1,072",135,901,36
,Total area actually reporting,100.0%,142,1,28,15,98,"1,721",303,"1,350",68
,"Rate per 100,000 inhabitants",,116.4,0.8,23.0,12.3,80.3,"1,410.8",248.4,"1,106.7",55.7
"Hartford-West Hartford-East Hartford, CT M.S.A.",,"1,023,921",,,,,,,,,
,"Includes Hartford, Middlesex, and Tolland Counties",,,,,,,,,,
,City of Hartford,"125,626","1,624",26,46,570,982,"5,495","1,019","3,639",837
,City of West Hartford,"61,603",61,1,2,44,14,"1,464",210,"1,190",64
,City of East Hartford,"49,156",186,6,20,74,86,"1,545",345,"1,042",158
,City of Middletown,"49,281",59,0,4,20,35,"1,130",157,914,59
,Total area actually reporting,100.0%,"3,045",46,181,"1,094","1,724","25,933","4,731","19,086","2,116"
,"Rate per 100,000 inhabitants",,297.4,4.5,17.7,106.8,168.4,"2,532.7",462.0,"1,864.0",206.7
"Hattiesburg, MS M.S.A.",,"145,273", ,,,,, ,,,
,"Includes Forrest, Lamar, and Perry Counties",,,,,,,,,,
,City of Hattiesburg,"53,678",115,4,9,62,40,"2,317",434,"1,809",74
,Total area actually reporting,91.7%,189,5,35,72,77,"3,506",920,"2,467",119
,Estimated total,100.0%,204,6,38,75,85,"3,714",992,"2,585",137
,"Rate per 100,000 inhabitants",,140.4,4.1,26.2,51.6,58.5,"2,556.6",682.9,"1,779.4",94.3
"Hickory-Lenoir-Morganton, NC M.S.A.",,"367,927",,,,,,,,,
,"Includes Alexander, Burke, Caldwell, and Catawba Counties",,,, ,,,,,,
,City of Hickory,"41,892",217,1,22,76,118,"2,573",616,"1,836",121
,City of Lenoir,"17,840",55,0,3,26,26,864,178,641,45
,City of Morganton,"17,001",40,0,4,11,25,494,121,355,18
,Total area actually reporting,99.6%,786,13,64,190,519,"11,637","3,659","7,415",563
,Estimated total,100.0%,790,13,64,191,522,"11,699","3,674","7,459",566
,"Rate per 100,000 inhabitants",,214.7,3.5,17.4,51.9,141.9,"3,179.7",998.6,"2,027.3",153.8
"Hinesville-Fort Stewart, GA M.S.A.",,"72,276",,,,,,,,,
,Includes Liberty and Long Counties,, ,,,,,,,,
,City of Hinesville,"29,764",149,5,9,45,90,"1,660",448,"1,148",64
,Total area actually reporting,85.5%,242,6,14,61,161,"2,207",662,"1,446",99
,Estimated total,100.0%,274,7,16,72,179,"2,518",757,"1,630",131
,"Rate per 100,000 inhabitants",,379.1,9.7,22.1,99.6,247.7,"3,483.9","1,047.4","2,255.2",181.2
"Holland-Grand Haven, MI M.S.A.",,"261,957",,,,,,,,,
,Includes Ottawa County,, ,,,,,,,,
,City of Holland,"26,443",115,0,25,12,78,813,153,641,19
,City of Grand Haven,"10,574",27,0,6,1,20,359,40,314,5
,Total area actually reporting,100.0%,471,0,152,29,290,"4,636",986,"3,561",89
,"Rate per 100,000 inhabitants",,179.8,0.0,58.0,11.1,110.7,"1,769.8",376.4,"1,359.4",34.0
"Honolulu, HI M.S.A.",,"950,268", ,,,,, ,,,
,Includes Honolulu County,,,,,,,,,,
,City of Honolulu,"950,268","2,548",19,218,891,"1,420","31,668","5,760","22,007","3,901"
,Total area actually reporting,100.0%,"2,548",19,218,891,"1,420","31,668","5,760","22,007","3,901"
,"Rate per 100,000 inhabitants",,268.1,2.0,22.9,93.8,149.4,"3,332.5",606.1,"2,315.9",410.5
"Hot Springs, AR M.S.A.",,"99,611", ,,,,, ,,,
,Includes Garland County,,, ,,,,,,,
,City of Hot Springs,"40,081",402,7,22,72,301,"3,124",793,"2,161",170
,Total area actually reporting,100.0%,560,9,53,92,406,"5,517","1,955","3,234",328
,"Rate per 100,000 inhabitants",,562.2,9.0,53.2,92.4,407.6,"5,538.5","1,962.6","3,246.6",329.3
"Houma-Bayou Cane-Thibodaux, LA M.S.A.",,"204,653",,,,,,,,,
,Includes Lafourche and Terrebonne Parishes,,,,,,,,,,
,City of Houma,"32,688",254,4,12,86,152,"1,576",358,"1,131",87
,City of Thibodaux,"14,487",69,0,4,16,49,796,119,653,24
,Total area actually reporting,100.0%,787,12,46,164,565,"7,084","1,394","5,324",366
,"Rate per 100,000 inhabitants",,384.6,5.9,22.5,80.1,276.1,"3,461.5",681.2,"2,601.5",178.8
"Houston-Sugar Land-Baytown, TX M.S.A.",,"5,978,213",,,,,,,,,
,"Includes Austin, Brazoria, Chambers, Fort Bend, Galveston, Harris, Liberty, Montgomery, San Jacinto, and Waller Counties",,,,,,,,,,
,City of Houston,"2,280,859","22,491",269,712,"9,449","12,061","115,323","27,924","74,582","12,817"
,City of Sugar Land,"83,368",142,0,7,60,75,"1,879",235,"1,556",88
,City of Baytown,"71,082",301,6,21,148,126,"3,849",822,"2,707",320
,City of Galveston,"55,835",373,1,77,128,167,"3,181",787,"2,144",250
,City of Conroe,"60,677",248,5,22,80,141,"2,815",601,"2,079",135
,Total area actually reporting,99.9%,"37,103",435,"1,543","14,174","20,951","235,759","58,274","155,376","22,109"
,Estimated total,100.0%,"37,104",435,"1,543","14,174","20,952","235,777","58,278","155,389","22,110"
,"Rate per 100,000 inhabitants",,620.7,7.3,25.8,237.1,350.5,"3,943.9",974.8,"2,599.3",369.8
"Huntsville, AL M.S.A.",,"416,848", ,,,,, ,,,
,Includes Limestone and Madison Counties,,,,,,,,,,
,City of Huntsville,"183,357","1,182",12,76,463,631,"9,768","2,677","6,230",861
,Total area actually reporting,99.2%,"1,648",22,115,562,949,"14,595","4,023","9,419","1,153"
,Estimated total,100.0%,"1,659",22,116,565,956,"14,722","4,046","9,516","1,160"
,"Rate per 100,000 inhabitants",,398.0,5.3,27.8,135.5,229.3,"3,531.7",970.6,"2,282.8",278.3
"Idaho Falls, ID M.S.A.",,"128,311", ,,,,, ,,,
,Includes Bonneville and Jefferson Counties,,,,,,,,,,
,City of Idaho Falls,"55,524",182,3,23,14,142,"1,582",327,"1,194",61
,Total area actually reporting,100.0%,289,3,36,15,235,"2,564",582,"1,873",109
,"Rate per 100,000 inhabitants",,225.2,2.3,28.1,11.7,183.1,"1,998.3",453.6,"1,459.7",84.9
"Iowa City, IA M.S.A.",,"155,935", ,,,,, ,,,
,Includes Johnson and Washington Counties,,,,,,,,,,
,City of Iowa City,"70,411",183,0,32,31,120,"1,533",283,"1,176",74
,Total area actually reporting,100.0%,362,2,62,41,257,"2,661",508,"2,031",122
,"Rate per 100,000 inhabitants",,232.1,1.3,39.8,26.3,164.8,"1,706.5",325.8,"1,302.5",78.2
"Ithaca, NY M.S.A.",,"101,158", ,,,,, ,,,
,Includes Tompkins County,,,,,,,,,,
,City of Ithaca,"29,791",60,0,4,23,33,"1,143",152,963,28
,Total area actually reporting,100.0%,119,2,16,27,74,"2,371",311,"2,017",43
,"Rate per 100,000 inhabitants",,117.6,2.0,15.8,26.7,73.2,"2,343.9",307.4,"1,993.9",42.5
"Jackson, MI M.S.A.",,"158,512", ,,,,, ,,,
,Includes Jackson County,,,,,,,,,,
,City of Jackson,"32,741",319,5,42,54,218,"1,586",406,"1,127",53
,Total area actually reporting,98.6%,602,11,84,76,431,"3,430",785,"2,511",134
,Estimated total,100.0%,609,11,85,78,435,"3,489",798,"2,552",139
,"Rate per 100,000 inhabitants",,384.2,6.9,53.6,49.2,274.4,"2,201.1",503.4,"1,610.0",87.7
"Jackson, MS M.S.A.",,"546,069", ,,,,, ,,,
,"Includes Copiah, Hinds, Madison, Rankin, and Simpson Counties",,,,,,,,,,
,City of Jackson,"174,153","1,718",41,101,"1,086",490,"13,250","4,818","6,877","1,555"
,Total area actually reporting,89.9%,"2,151",55,157,"1,170",769,"19,088","6,309","10,815","1,964"
,Estimated total,100.0%,"2,258",57,175,"1,193",833,"20,589","6,728","11,809","2,052"
,"Rate per 100,000 inhabitants",,413.5,10.4,32.0,218.5,152.5,"3,770.4","1,232.1","2,162.5",375.8
"Jackson, TN M.S.A.",,"113,975", ,,,,, ,,,
,Includes Chester and Madison Counties,,,,,,,,,,
,City of Jackson,"63,969",541,2,25,145,369,"4,044","1,096","2,704",244
,Total area actually reporting,100.0%,747,5,43,157,542,"5,334","1,501","3,476",357
,"Rate per 100,000 inhabitants",,655.4,4.4,37.7,137.7,475.5,"4,680.0","1,317.0","3,049.8",313.2
"Jacksonville, FL M.S.A.",,"1,350,025", ,,,,, ,,,
,"Includes Baker, Clay, Duval, Nassau, and St. Johns Counties",,,,,,,,,,
,City of Jacksonville,"822,414","5,469",80,316,"1,693","3,380","37,424","9,588","25,863","1,973"
,Total area actually reporting,100.0%,"7,519",97,417,"1,998","5,007","50,928","12,410","36,023","2,495"
,"Rate per 100,000 inhabitants",,557.0,7.2,30.9,148.0,370.9,"3,772.4",919.2,"2,668.3",184.8
"Janesville, WI M.S.A.",,"161,013", ,,,,, ,,,
,Includes Rock County,,,,,,,,,,
,City of Janesville,"63,651",170,1,30,39,100,"2,411",383,"1,980",48
,Total area actually reporting,100.0%,398,4,53,109,232,"4,743",977,"3,617",149
,"Rate per 100,000 inhabitants",,247.2,2.5,32.9,67.7,144.1,"2,945.7",606.8,"2,246.4",92.5
"Jefferson City, MO M.S.A.",,"147,169", ,,,,, ,,,
,"Includes Callaway, Cole, Moniteau, and Osage Counties",,,,,,,,,,
,City of Jefferson City,"41,092",197,1,6,40,150,"1,668",284,"1,348",36
,Total area actually reporting,100.0%,431,4,24,60,343,"3,680",775,"2,751",154
,"Rate per 100,000 inhabitants",,292.9,2.7,16.3,40.8,233.1,"2,500.5",526.6,"1,869.3",104.6
"Johnson City, TN M.S.A.",,"198,527", ,,,,, ,,,
,"Includes Carter, Unicoi, and Washington Counties",,,,,,,,,,
,City of Johnson City,"63,750",278,1,25,59,193,"3,010",574,"2,346",90
,Total area actually reporting,100.0%,691,5,45,82,559,"5,920","1,519","4,184",217
,"Rate per 100,000 inhabitants",,348.1,2.5,22.7,41.3,281.6,"2,982.0",765.1,"2,107.5",109.3
"Johnstown, PA M.S.A.",,"143,909", ,,,,, ,,,
,Includes Cambria County,, , ,,,,,,,
,City of Johnstown,"22,900",105,3,6,43,53,786,256,502,28
,Total area actually reporting,93.1%,281,4,23,59,195,"2,496",564,"1,851",81
,Estimated total,100.0%,301,4,24,64,209,"2,682",594,"2,000",88
,"Rate per 100,000 inhabitants",,209.2,2.8,16.7,44.5,145.2,"1,863.7",412.8,"1,389.8",61.1
"Jonesboro, AR M.S.A.",,"121,519", ,,,,, ,,,
,Includes Craighead and Poinsett Counties,,,,,,,,,,
,City of Jonesboro,"67,382",295,2,22,56,215,"2,901","1,213","1,619",69
,Total area actually reporting,98.8%,471,5,50,60,356,"4,187","1,660","2,428",99
,Estimated total,100.0%,478,5,51,61,361,"4,235","1,676","2,458",101
,"Rate per 100,000 inhabitants",,393.4,4.1,42.0,50.2,297.1,"3,485.1","1,379.2","2,022.7",83.1
"Joplin, MO M.S.A.",,"174,867", ,,,,, ,,,
,Includes Jasper and Newton Counties,,,,,,,,,,
,City of Joplin,"50,346",288,1,39,64,184,"3,404",558,"2,612",234
,Total area actually reporting,100.0%,658,3,77,84,494,"6,489","1,205","4,816",468
,"Rate per 100,000 inhabitants",,376.3,1.7,44.0,48.0,282.5,"3,710.8",689.1,"2,754.1",267.6
"Kalamazoo-Portage, MI M.S.A.",,"324,853",,,,,,,,,
,Includes Kalamazoo and Van Buren Counties,, ,,,,,,,,
,City of Kalamazoo,"71,775",721,9,81,185,446,"3,534","1,039","2,320",175
,City of Portage,"46,192",102,1,19,16,66,"1,815",235,"1,534",46
,Total area actually reporting,99.4%,"1,346",14,207,262,863,"9,934","2,468","7,025",441
,Estimated total,100.0%,"1,352",14,208,263,867,"9,986","2,479","7,062",445
,"Rate per 100,000 inhabitants",,416.2,4.3,64.0,81.0,266.9,"3,074.0",763.1,"2,173.9",137.0
"Kansas City, MO-KS M.S.A.2",,"2,089,752",,,,,,,,,
,"Includes Franklin, Johnson, Leavenworth, Linn, Miami, and Wyandotte Counties, KS and Bates, Caldwell, Cass, Clay, Clinton, Jackson, Lafayette, Platte, and Ray Counties, MO",,,,,,,,,,
,"City of Kansas City, MO2","483,191","5,506",102,234,"1,626","3,544","26,919","7,124","16,625","3,170"
,"City of Overland Park, KS","178,669",289,0,40,36,213,"4,185",491,"3,389",305
,"City of Kansas City, KS","143,867",823,25,62,289,447,"7,735","1,922","4,684","1,129"
,Total area actually reporting,99.9%,"9,637",172,666,"2,502","6,297","72,612","16,297","49,139","7,176"
,Estimated total,100.0%,"9,639",172,666,"2,502","6,299","72,641","16,302","49,161","7,178"
,"Rate per 100,000 inhabitants",,461.3,8.2,31.9,119.7,301.4,"3,476.1",780.1,"2,352.5",343.5
"Kennewick-Pasco-Richland, WA M.S.A.",,"251,139",,,,,,,,,
,Includes Benton and Franklin Counties,,,,,,,,,,
,City of Kennewick,"68,501",239,0,25,39,175,"2,517",388,"2,003",126
,City of Pasco,"61,747",183,3,22,38,120,"1,448",324,"1,006",118
,City of Richland,"48,335",66,0,12,8,46,956,146,751,59
,Total area actually reporting,100.0%,593,5,76,95,417,"6,024","1,163","4,475",386
,"Rate per 100,000 inhabitants",,236.1,2.0,30.3,37.8,166.0,"2,398.7",463.1,"1,781.9",153.7
"Killeen-Temple-Fort Hood, TX M.S.A.",,"383,261",,,,,,,,,
,"Includes Bell, Coryell, and Lampasas Counties",,,,,,,,,,
,City of Killeen,"122,557",993,11,91,259,632,"5,837","2,062","3,536",239
,City of Temple,"60,444",209,1,23,71,114,"2,079",537,"1,462",80
,Total area actually reporting,100.0%,"1,595",17,161,377,"1,040","12,466","3,824","8,206",436
,"Rate per 100,000 inhabitants",,416.2,4.4,42.0,98.4,271.4,"3,252.6",997.8,"2,141.1",113.8
"Kingsport-Bristol-Bristol, TN-VA M.S.A.",,"306,196",,,,,,,,,
,"Includes Hawkins and Sullivan Counties, TN and Scott and Washington Counties and Bristol City, VA",,,,,,,,,,
,"City of Kingsport, TN","44,587",377,1,26,52,298,"2,864",509,"2,257",98
,"City of Bristol, TN","25,799",140,0,12,9,119,"1,003",182,778,43
,"City of Bristol, VA","17,794",60,1,11,10,38,601,90,490,21
,Total area actually reporting,100.0%,"1,088",14,107,115,852,"9,840","2,424","6,991",425
,"Rate per 100,000 inhabitants",,355.3,4.6,34.9,37.6,278.3,"3,213.6",791.6,"2,283.2",138.8
"Kingston, NY M.S.A.",,"179,764", ,,,,, ,,,
,Includes Ulster County,,,,,,,,,,
,City of Kingston,"22,012",81,1,5,29,46,611,142,451,18
,Total area actually reporting,100.0%,408,2,31,63,312,"3,445",712,"2,625",108
,"Rate per 100,000 inhabitants",,227.0,1.1,17.2,35.0,173.6,"1,916.4",396.1,"1,460.2",60.1
"Knoxville, TN M.S.A.",,"706,304", ,,,,, ,,,
,"Includes Anderson, Blount, Knox, Loudon, and Union Counties",,,,,,,,,,
,City of Knoxville,"185,554","1,755",15,122,625,993,"12,322","2,723","8,789",810
,Total area actually reporting,100.0%,"3,292",35,203,893,"2,161","26,658","6,973","18,040","1,645"
