Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2009",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,City of Springfield,"57,653",238,1,10,44,183,"2,828",497,"2,026",305
,Total area actually reporting,100.0%,"1,057",4,114,271,668,"14,238","3,211","9,574","1,453"
,"Rate per 100,000 inhabitants",,303.3,1.1,32.7,77.8,191.7,"4,085.2",921.3,"2,747.0",416.9
"Evansville, IN-KY M.S.A.1",,"351,684", ,,,,, ,,,
,"Includes Gibson, Posey, Vanderburgh, and Warrick Counties, IN and Henderson and Webster Counties, KY1",,,,,,,,,,
,"City of Evansville, IN","115,770",432,3,60,136,233,"5,376","1,110","4,038",228
,Total area actually reporting,89.4%,761,6,96,178,481,"8,729","1,670","6,714",345
,Estimated total,100.0%,827,7,102,195,523,"9,606","1,842","7,365",399
,"Rate per 100,000 inhabitants",,235.2,2.0,29.0,55.4,148.7,"2,731.4",523.8,"2,094.2",113.5
"Fairbanks, AK M.S.A.",,"38,034", ,,,,, ,,,
,Includes Fairbanks North Star Borough,,, ,,,,,,,
,City of Fairbanks,"35,735",268,0,59,46,163,"1,395",191,"1,113",91
,Total area actually reporting,100.0%,286,0,62,47,177,"1,595",208,"1,284",103
,"Rate per 100,000 inhabitants",,752.0,0.0,163.0,123.6,465.4,"4,193.6",546.9,"3,375.9",270.8
"Fargo, ND-MN M.S.A.4",,"199,348", ,,,,, ,,,
,"Includes Clay County, MN4 and Cass County, ND",,,, ,,,,,,
,"City of Fargo, ND","93,830",303,2,54,34,213,"3,187",639,"2,302",246
,Total area actually reporting,100.0%,,2,,45,291,"5,111","1,012","3,762",337
,"Rate per 100,000 inhabitants",,,1.0,,22.6,146.0,"2,563.9",507.7,"1,887.2",169.1
"Farmington, NM M.S.A.",,"123,809", ,,,,, ,,,
,Includes San Juan County,,,,,,,,,,
,City of Farmington,"43,131",536,2,85,33,416,"1,709",359,"1,236",114
,Total area actually reporting,100.0%,919,3,141,45,730,"3,032",701,"2,072",259
,"Rate per 100,000 inhabitants",,742.3,2.4,113.9,36.3,589.6,"2,448.9",566.2,"1,673.5",209.2
"Fayetteville, NC M.S.A.",,"358,986", ,,,,, ,,,
,Includes Cumberland and Hoke Counties,,,,,,,,,,
,City of Fayetteville,"173,995","1,268",21,94,491,662,"13,506","4,289","8,455",762
,Total area actually reporting,100.0%,"1,998",35,123,674,"1,166","20,655","6,919","12,562","1,174"
,"Rate per 100,000 inhabitants",,556.6,9.7,34.3,187.8,324.8,"5,753.7","1,927.4","3,499.3",327.0
"Fayetteville-Springdale-Rogers, AR-MO M.S.A.",,"457,820",,,,,,,,,
,"Includes Benton, Madison, and Washington Counties, AR and McDonald County, MO",,,,,,,,,,
,"City of Fayetteville, AR","75,120",325,2,48,38,237,"2,908",483,"2,306",119
,"City of Springdale, AR","70,935",288,0,56,25,207,"2,413",486,"1,828",99
,"City of Rogers, AR","58,992",183,2,52,17,112,"2,160",399,"1,684",77
,"City of Bentonville, AR","37,816",44,0,6,4,34,724,89,618,17
,Total area actually reporting,99.3%,"1,385",8,244,100,"1,033","11,265","2,573","8,184",508
,Estimated total,100.0%,"1,400",8,245,102,"1,045","11,376","2,610","8,253",513
,"Rate per 100,000 inhabitants",,305.8,1.7,53.5,22.3,228.3,"2,484.8",570.1,"1,802.7",112.1
"Flagstaff, AZ M.S.A.",,"128,458", ,,,,, ,,,
,Includes Coconino County,,,,,,,,,,
,City of Flagstaff,"61,072",282,4,43,53,182,"3,118",303,"2,725",90
,Total area actually reporting,94.6%,409,6,61,57,285,"4,183",557,"3,502",124
,Estimated total,100.0%,425,6,62,61,296,"4,396",605,"3,651",140
,"Rate per 100,000 inhabitants",,330.8,4.7,48.3,47.5,230.4,"3,422.1",471.0,"2,842.2",109.0
"Flint, MI M.S.A.1",,"426,176", ,,,,, ,,,
,Includes Genesee County1,,,,,,,,,,
,City of Flint1,"111,657","2,244",36,91,590,"1,527","6,397","3,057","2,664",676
,Total area actually reporting,99.7%,"3,285",44,235,845,"2,161","16,219","5,769","9,252","1,198"
,Estimated total,100.0%,"3,288",44,235,846,"2,163","16,252","5,776","9,275","1,201"
,"Rate per 100,000 inhabitants",,771.5,10.3,55.1,198.5,507.5,"3,813.4","1,355.3","2,176.3",281.8
"Florence, SC M.S.A.",,"201,707", ,,,,, ,,,
,Includes Darlington and Florence Counties,,,,,,,,,,
,City of Florence,"31,642",370,5,14,92,259,"3,071",549,"2,378",144
,Total area actually reporting,100.0%,"1,558",20,81,292,"1,165","10,312","2,782","6,860",670
,"Rate per 100,000 inhabitants",,772.4,9.9,40.2,144.8,577.6,"5,112.4","1,379.2","3,401.0",332.2
"Florence-Muscle Shoals, AL M.S.A.",,"144,517", ,,,,, ,,,
,Includes Colbert and Lauderdale Counties,,,,,,,,,,
,City of Florence,"38,055",130,3,14,50,63,"1,637",415,"1,184",38
,City of Muscle Shoals,"13,125",66,0,4,12,50,541,93,430,18
,Total area actually reporting,100.0%,432,7,34,90,301,"4,455","1,203","3,116",136
,"Rate per 100,000 inhabitants",,298.9,4.8,23.5,62.3,208.3,"3,082.7",832.4,"2,156.1",94.1
"Fond du Lac, WI M.S.A.",,"99,634", ,,,,, ,,,
,Includes Fond du Lac County,,,,,,,,,,
,City of Fond du Lac,"42,001",114,1,22,7,84,"1,142",99,"1,010",33
,Total area actually reporting,100.0%,162,2,29,7,124,"1,773",235,"1,486",52
,"Rate per 100,000 inhabitants",,162.6,2.0,29.1,7.0,124.5,"1,779.5",235.9,"1,491.5",52.2
"Fort Collins-Loveland, CO M.S.A.",,"298,107",,,,,,,,,
,Includes Larimer County,, ,,,,,,,,
,City of Fort Collins,"138,487",535,2,87,68,378,"4,586",752,"3,604",230
,City of Loveland,"67,324",147,4,14,30,99,"1,985",318,"1,601",66
,Total area actually reporting,100.0%,807,6,143,107,551,"8,266","1,356","6,513",397
,"Rate per 100,000 inhabitants",,270.7,2.0,48.0,35.9,184.8,"2,772.8",454.9,"2,184.8",133.2
"Fort Smith, AR-OK M.S.A.",,"294,314", , ,,,, ,,,
,"Includes Crawford, Franklin, and Sebastian Counties, AR and Le Flore and Sequoyah Counties, OK",,,,,,,,,,
,"City of Fort Smith, AR","85,175",712,3,62,144,503,"4,992","1,119","3,670",203
,Total area actually reporting,89.0%,"1,159",9,99,165,886,"8,680","2,241","6,072",367
,Estimated total,100.0%,"1,270",10,110,170,980,"9,398","2,549","6,423",426
,"Rate per 100,000 inhabitants",,431.5,3.4,37.4,57.8,333.0,"3,193.2",866.1,"2,182.4",144.7
"Fort Wayne, IN M.S.A.",,"414,144", ,,,,, ,,,
,"Includes Allen, Wells, and Whitley Counties",,,,,,,,,,
,City of Fort Wayne,"251,584",876,18,75,485,298,"9,379","2,269","6,683",427
,Total area actually reporting,100.0%,"1,020",22,98,512,388,"11,577","2,739","8,289",549
,"Rate per 100,000 inhabitants",,246.3,5.3,23.7,123.6,93.7,"2,795.4",661.4,"2,001.5",132.6
"Fresno, CA M.S.A.",,"918,710", ,,,,, ,,,
,Includes Fresno County,,,,,,,,,,
,City of Fresno,"481,370","2,933",42,86,"1,085","1,720","21,030","4,423","13,359","3,248"
,Total area actually reporting,100.0%,"4,694",69,178,"1,453","2,994","35,152","7,912","21,749","5,491"
,"Rate per 100,000 inhabitants",,510.9,7.5,19.4,158.2,325.9,"3,826.2",861.2,"2,367.3",597.7
"Gadsden, AL M.S.A.",,"103,760", ,,,,, ,,,
,Includes Etowah County,,, ,,,,,,,
,City of Gadsden,"36,595",261,2,41,105,113,"2,563",609,"1,807",147
,Total area actually reporting,100.0%,367,3,57,113,194,"3,734",868,"2,660",206
,"Rate per 100,000 inhabitants",,353.7,2.9,54.9,108.9,187.0,"3,598.7",836.5,"2,563.6",198.5
"Gainesville, FL M.S.A.",,"259,242", ,,,,, ,,,
,Includes Alachua and Gilchrist Counties,,,,,,,,,,
,City of Gainesville,"115,265","1,156",3,95,239,819,"6,384","1,487","4,457",440
,Total area actually reporting,99.7%,"2,048",7,149,376,"1,516","11,071","2,971","7,391",709
,Estimated total,100.0%,"2,052",7,149,377,"1,519","11,105","2,979","7,415",711
,"Rate per 100,000 inhabitants",,791.5,2.7,57.5,145.4,585.9,"4,283.6","1,149.1","2,860.3",274.3
"Gainesville, GA M.S.A.",,"189,639", ,,,,, ,,,
,Includes Hall County,,,,,,,,,,
,City of Gainesville,"36,896",125,3,15,33,74,"1,695",349,"1,255",91
,Total area actually reporting,100.0%,342,5,39,68,230,"4,515","1,196","2,992",327
,"Rate per 100,000 inhabitants",,180.3,2.6,20.6,35.9,121.3,"2,380.8",630.7,"1,577.7",172.4
"Glens Falls, NY M.S.A.",,"129,238", ,,,,, ,,,
,Includes Warren and Washington Counties,,,,,,,,,,
,City of Glens Falls,"13,828",19,0,0,5,14,425,35,383,7
,Total area actually reporting,100.0%,137,0,15,11,111,"2,073",336,"1,682",55
,"Rate per 100,000 inhabitants",,106.0,0.0,11.6,8.5,85.9,"1,604.0",260.0,"1,301.5",42.6
"Goldsboro, NC M.S.A.",,"113,890", ,,,,, ,,,
,Includes Wayne County,,,,,,,,,,
,City of Goldsboro,"37,421",323,8,9,92,214,"2,657",730,"1,789",138
,Total area actually reporting,97.4%,504,14,11,129,350,"4,871","1,658","2,923",290
,Estimated total,100.0%,515,14,12,132,357,"5,001","1,688","3,018",295
,"Rate per 100,000 inhabitants",,452.2,12.3,10.5,115.9,313.5,"4,391.1","1,482.1","2,649.9",259.0
"Grand Forks, ND-MN M.S.A.4",,"97,848", ,,,,, ,,,
,"Includes Polk County, MN4 and Grand Forks County, ND",,,,,,,,,,
,"City of Grand Forks, ND","51,553",141,0,29,27,85,"1,515",261,"1,185",69
,Total area actually reporting,100.0%,,0,,33,139,"2,298",438,"1,750",110
,"Rate per 100,000 inhabitants",,,0.0,,33.7,142.1,"2,348.5",447.6,"1,788.5",112.4
"Grand Junction, CO M.S.A.",,"146,602", ,,,,, ,,,
,Includes Mesa County,,,,,,,,,,
,City of Grand Junction,"50,195",230,0,39,49,142,"2,638",377,"2,120",141
,Total area actually reporting,97.7%,431,2,73,68,288,"4,411",807,"3,317",287
,Estimated total,100.0%,440,2,74,70,294,"4,511",823,"3,392",296
,"Rate per 100,000 inhabitants",,300.1,1.4,50.5,47.7,200.5,"3,077.0",561.4,"2,313.7",201.9
"Grand Rapids-Wyoming, MI M.S.A.1",,"777,531",,,,,,,,,
,"Includes Barry, Ionia, Kent, and Newaygo Counties1",, ,,,,,,,,
,City of Grand Rapids1,"192,901","1,604",9,78,581,936,"8,835","2,454","6,010",371
,City of Wyoming1,"70,565",299,1,40,67,191,"1,658",423,"1,098",137
,Total area actually reporting,99.6%,"2,945",13,350,794,"1,788","21,685","5,379","15,373",933
,Estimated total,100.0%,"2,954",13,351,796,"1,794","21,771","5,397","15,434",940
,"Rate per 100,000 inhabitants",,379.9,1.7,45.1,102.4,230.7,"2,800.0",694.1,"1,985.0",120.9
"Great Falls, MT M.S.A.",,"82,193", ,,,,, ,,,
,Includes Cascade County,,,,,,,,,,
,City of Great Falls,"59,499",183,6,14,40,123,"2,419",252,"2,064",103
,Total area actually reporting,100.0%,230,7,16,41,166,"2,702",299,"2,270",133
,"Rate per 100,000 inhabitants",,279.8,8.5,19.5,49.9,202.0,"3,287.4",363.8,"2,761.8",161.8
"Greeley, CO M.S.A.",,"259,011", ,,,,, ,,,
,Includes Weld County,,,,,,,,,,
,City of Greeley,"93,070",441,3,40,69,329,"3,130",585,"2,373",172
,Total area actually reporting,98.0%,697,7,71,89,530,"5,945","1,282","4,230",433
,Estimated total,100.0%,711,7,73,92,539,"6,104","1,307","4,350",447
,"Rate per 100,000 inhabitants",,274.5,2.7,28.2,35.5,208.1,"2,356.7",504.6,"1,679.5",172.6
"Green Bay, WI M.S.A.",,"305,045", ,,,,, ,,,
,"Includes Brown, Kewaunee, and Oconto Counties",,, ,,,,,,,
,City of Green Bay,"100,836",473,1,66,87,319,"2,742",637,"1,980",125
,Total area actually reporting,100.0%,577,5,103,96,373,"5,921","1,233","4,436",252
,"Rate per 100,000 inhabitants",,189.2,1.6,33.8,31.5,122.3,"1,941.0",404.2,"1,454.2",82.6
"Greensboro-High Point, NC M.S.A.",,"713,890",,,,,,,,,
,"Includes Guilford, Randolph, and Rockingham Counties",, ,,,,,,,,
,City of Greensboro,"253,191","1,940",24,76,908,932,"15,303","4,789","9,668",846
,City of High Point,"101,969",667,3,32,269,363,"5,241","1,440","3,561",240
,Total area actually reporting,99.9%,"3,420",35,151,"1,377","1,857","30,796","9,444","19,783","1,569"
,Estimated total,100.0%,"3,421",35,151,"1,377","1,858","30,807","9,447","19,791","1,569"
,"Rate per 100,000 inhabitants",,479.2,4.9,21.2,192.9,260.3,"4,315.4","1,323.3","2,772.3",219.8
"Gulfport-Biloxi, MS M.S.A.",,"233,616",,,,,,,,,
,"Includes Hancock, Harrison, and Stone Counties",, ,,,,,,,,
,City of Gulfport,"69,926",149,4,18,91,36,"3,687",990,"2,547",150
,City of Biloxi,"45,160",252,5,3,127,117,"2,583","1,020","1,427",136
,Total area actually reporting,81.5%,494,11,41,254,188,"9,339","2,688","6,201",450
,Estimated total,100.0%,565,12,53,269,231,"10,207","2,964","6,730",513
,"Rate per 100,000 inhabitants",,241.8,5.1,22.7,115.1,98.9,"4,369.1","1,268.7","2,880.8",219.6
"Hagerstown-Martinsburg, MD-WV M.S.A.",,"269,769",,,,,,,,,
,"Includes Washington County, MD and Berkeley and Morgan Counties, WV",, ,,,,,,,,
,"City of Hagerstown, MD","40,062",191,0,3,73,115,"1,398",239,"1,041",118
,"City of Martinsburg, WV","17,275",81,0,4,25,52,"1,177",127,"1,009",41
,Total area actually reporting,99.7%,640,3,50,148,439,"6,053","1,367","4,306",380
,Estimated total,100.0%,641,3,50,148,440,"6,078","1,372","4,325",381
,"Rate per 100,000 inhabitants",,237.6,1.1,18.5,54.9,163.1,"2,253.0",508.6,"1,603.2",141.2
"Harrisburg-Carlisle, PA M.S.A.",,"534,951",,,,,,,,,
,"Includes Cumberland, Dauphin, and Perry Counties",, ,,,,,,,,
,City of Harrisburg,"46,961",831,16,50,510,255,"2,163",474,"1,513",176
,City of Carlisle,"18,406",42,1,10,17,14,541,76,462,3
,Total area actually reporting,99.7%,"1,723",26,168,710,819,"11,448","1,941","9,070",437
,Estimated total,100.0%,"1,726",26,168,711,821,"11,474","1,945","9,091",438
,"Rate per 100,000 inhabitants",,322.6,4.9,31.4,132.9,153.5,"2,144.9",363.6,"1,699.4",81.9
"Harrisonburg, VA M.S.A.",,"120,036", ,,,,, ,,,
,Includes Rockingham County and Harrisonburg City,,,,,,,,,,
,City of Harrisonburg,"44,597",134,0,10,27,97,"1,236",187,996,53
,Total area actually reporting,100.0%,184,2,27,35,120,"1,823",298,"1,435",90
,"Rate per 100,000 inhabitants",,153.3,1.7,22.5,29.2,100.0,"1,518.7",248.3,"1,195.5",75.0
"Hartford-West Hartford-East Hartford, CT M.S.A.",,"1,007,503",,,,,,,,,
,"Includes Hartford, Middlesex, and Tolland Counties",,,,,,,,,,
,City of Hartford,"124,049","1,603",33,49,600,921,"6,189","1,135","4,061",993
,City of West Hartford,"60,430",84,1,6,40,37,"1,708",292,"1,323",93
,City of East Hartford,"48,459",180,2,13,78,87,"1,670",328,"1,173",169
,City of Middletown,"48,299",60,1,0,32,27,"1,492",214,"1,186",92
,Total area actually reporting,100.0%,"2,965",46,193,"1,145","1,581","27,761","5,044","20,281","2,436"
,"Rate per 100,000 inhabitants",,294.3,4.6,19.2,113.6,156.9,"2,755.4",500.6,"2,013.0",241.8
"Hattiesburg, MS M.S.A.1,2",,"142,822", ,,,,, ,,,
,"Includes Forrest,1 Lamar,2 and Perry Counties",,,,,,,,,,
,City of Hattiesburg,"52,716",136,5,19,66,46,"2,408",460,"1,857",91
,Total area actually reporting,91.4%,243,10,55,81,97,,895,,136
,Estimated total,100.0%,262,10,59,84,109,,969,,154
,"Rate per 100,000 inhabitants",,183.4,7.0,41.3,58.8,76.3,,678.5,,107.8
"Hickory-Lenoir-Morganton, NC M.S.A.",,"365,928",,,,,,,,,
,"Includes Alexander, Burke, Caldwell, and Catawba Counties",,,, ,,,,,,
,City of Hickory,"41,718",338,5,14,118,201,"2,833",670,"2,020",143
,City of Lenoir,"17,869",70,2,2,22,44,907,225,626,56
,City of Morganton,"17,169",47,0,3,13,31,533,135,378,20
,Total area actually reporting,99.6%,995,17,58,241,679,"12,196","4,059","7,472",665
,Estimated total,100.0%,999,17,58,242,682,"12,262","4,074","7,520",668
,"Rate per 100,000 inhabitants",,273.0,4.6,15.9,66.1,186.4,"3,350.9","1,113.3","2,055.0",182.5
"Hinesville-Fort Stewart, GA M.S.A.",,"69,456",,,,,,,,,
,Includes Liberty and Long Counties,, ,,,,,,,,
,City of Hinesville,"30,130",191,2,14,67,108,"1,790",606,"1,108",76
,Total area actually reporting,100.0%,325,2,34,95,194,"2,657","1,001","1,520",136
,"Rate per 100,000 inhabitants",,467.9,2.9,49.0,136.8,279.3,"3,825.4","1,441.2","2,188.4",195.8
"Holland-Grand Haven, MI M.S.A.1",,"261,736",,,,,,,,,
,Includes Ottawa County1,, ,,,,,,,,
,City of Holland1,"26,688",96,0,20,15,61,890,177,700,13
,City of Grand Haven1,"10,548",33,0,7,2,24,340,33,300,7
,Total area actually reporting,97.3%,433,4,122,39,268,"4,371",982,"3,271",118
,Estimated total,100.0%,454,4,124,44,282,"4,568","1,022","3,412",134
,"Rate per 100,000 inhabitants",,173.5,1.5,47.4,16.8,107.7,"1,745.3",390.5,"1,303.6",51.2
"Honolulu, HI M.S.A.",,"907,124", ,,,,, ,,,
,Includes Honolulu County,,,,,,,,,,
,City of Honolulu,"907,124","2,537",14,243,869,"1,411","33,375","5,999","23,647","3,729"
,Total area actually reporting,100.0%,"2,537",14,243,869,"1,411","33,375","5,999","23,647","3,729"
,"Rate per 100,000 inhabitants",,279.7,1.5,26.8,95.8,155.5,"3,679.2",661.3,"2,606.8",411.1
"Hot Springs, AR M.S.A.",,"98,925", ,,,,, ,,,
,Includes Garland County,,, ,,,,,,,
,City of Hot Springs,"39,864",478,5,21,121,331,"3,723",889,"2,644",190
,Total area actually reporting,100.0%,625,10,42,141,432,"6,206","2,119","3,702",385
,"Rate per 100,000 inhabitants",,631.8,10.1,42.5,142.5,436.7,"6,273.4","2,142.0","3,742.2",389.2
"Houma-Bayou Cane-Thibodaux, LA M.S.A.",,"203,180",,,,,,,,,
,Includes Lafourche and Terrebonne Parishes,,,,,,,,,,
,City of Houma,"32,477",339,10,16,125,188,"1,387",311,"1,011",65
,City of Thibodaux,"14,012",99,0,4,32,63,698,112,566,20
,Total area actually reporting,100.0%,896,14,55,251,576,"6,648","1,239","5,018",391
,"Rate per 100,000 inhabitants",,441.0,6.9,27.1,123.5,283.5,"3,272.0",609.8,"2,469.7",192.4
"Houston-Sugar Land-Baytown, TX M.S.A.",,"5,858,967",,,,,,,,,
,"Includes Austin, Brazoria, Chambers, Fort Bend, Galveston, Harris, Liberty, Montgomery, San Jacinto, and Waller Counties",,,,,,,,,,
,City of Houston,"2,273,771","25,593",287,823,"11,367","13,116","120,933","29,279","77,058","14,596"
,City of Sugar Land,"82,696",113,0,6,61,46,"1,854",270,"1,506",78
,City of Baytown,"70,764",330,2,34,114,180,"4,001",831,"2,889",281
,City of Galveston,"57,040",412,6,64,121,221,"3,272",954,"2,069",249
,City of Conroe,"57,685",253,1,26,99,127,"2,616",610,"1,858",148
,Total area actually reporting,99.9%,"41,408",462,"1,715","16,180","23,051","241,419","60,686","155,828","24,905"
,Estimated total,100.0%,"41,409",462,"1,715","16,180","23,052","241,437","60,690","155,841","24,906"
,"Rate per 100,000 inhabitants",,706.8,7.9,29.3,276.2,393.4,"4,120.8","1,035.8","2,659.9",425.1
"Huntsville, AL M.S.A.",,"403,661", ,,,,, ,,,
,Includes Limestone and Madison Counties,,,,,,,,,,
,City of Huntsville,"178,601","1,164",13,89,433,629,"9,790","2,520","6,375",895
,Total area actually reporting,100.0%,"1,637",21,128,551,937,"14,572","3,841","9,537","1,194"
,"Rate per 100,000 inhabitants",,405.5,5.2,31.7,136.5,232.1,"3,610.0",951.5,"2,362.6",295.8
"Idaho Falls, ID M.S.A.",,"125,056", ,,,,, ,,,
,Includes Bonneville and Jefferson Counties,,,,,,,,,,
,City of Idaho Falls,"54,702",202,2,25,16,159,"1,624",283,"1,263",78
,Total area actually reporting,100.0%,368,2,45,18,303,"2,691",507,"2,029",155
,"Rate per 100,000 inhabitants",,294.3,1.6,36.0,14.4,242.3,"2,151.8",405.4,"1,622.5",123.9
"Indianapolis-Carmel, IN M.S.A.",,"1,742,101", ,,,,, ,,,
,"Includes Boone, Brown, Hamilton, Hancock, Hendricks, Johnson, Marion, Morgan, Putnam, and Shelby Counties",,,,,,,,,,
,City of Indianapolis,"813,471","9,760",100,460,"3,929","5,271","47,419","15,217","27,717","4,485"
,City of Carmel,"68,424",22,0,2,5,15,897,165,701,31
,Total area actually reporting,84.6%,"10,575",105,534,"4,086","5,850","61,511","17,194","39,198","5,119"
,Estimated total,100.0%,"10,938",111,570,"4,163","6,094","66,672","18,298","42,936","5,438"
,"Rate per 100,000 inhabitants",,627.9,6.4,32.7,239.0,349.8,"3,827.1","1,050.3","2,464.6",312.2
"Iowa City, IA M.S.A.",,"151,283", ,,,,, ,,,
,Includes Johnson and Washington Counties,,,,,,,,,,
,City of Iowa City,"68,427",245,1,24,50,170,"1,549",280,"1,192",77
,Total area actually reporting,100.0%,442,2,50,69,321,"2,901",587,"2,186",128
,"Rate per 100,000 inhabitants",,292.2,1.3,33.1,45.6,212.2,"1,917.6",388.0,"1,445.0",84.6
"Ithaca, NY M.S.A.3",,"101,616", ,,,,, ,,,
,Includes Tompkins County3,,,,,,,,,,
,City of Ithaca,"29,862",67,0,2,26,39,"1,185",140,"1,021",24
,Total area actually reporting,100.0%,,3,12,34,,"2,358",362,"1,962",34
,"Rate per 100,000 inhabitants",,,3.0,11.8,33.5,,"2,320.5",356.2,"1,930.8",33.5
"Jackson, MI M.S.A.1",,"159,695", ,,,,, ,,,
,Includes Jackson County1,,,,,,,,,,
,City of Jackson1,"33,228",366,2,58,70,236,"1,769",384,"1,309",76
,Total area actually reporting,98.6%,671,8,104,105,454,"4,092",892,"3,002",198
,Estimated total,100.0%,678,8,105,107,458,"4,154",905,"3,046",203
,"Rate per 100,000 inhabitants",,424.6,5.0,65.8,67.0,286.8,"2,601.2",566.7,"1,907.4",127.1
"Jackson, MS M.S.A.",,"542,259", ,,,,, ,,,
,"Includes Copiah, Hinds, Madison, Rankin, and Simpson Counties",,,,,,,,,,
,City of Jackson,"172,799","1,515",37,124,958,396,"13,182","4,569","6,994","1,619"
,Total area actually reporting,88.5%,"2,005",42,200,"1,066",697,"19,551","6,330","11,206","2,015"
,Estimated total,100.0%,"2,120",44,218,"1,092",766,"21,030","6,764","12,157","2,109"
,"Rate per 100,000 inhabitants",,391.0,8.1,40.2,201.4,141.3,"3,878.2","1,247.4","2,241.9",388.9
"Jackson, TN M.S.A.",,"113,615", ,,,,, ,,,
,Includes Chester and Madison Counties,,,,,,,,,,
,City of Jackson,"63,530",606,14,24,184,384,"4,413","1,123","2,994",296
,Total area actually reporting,100.0%,813,15,35,194,569,"5,693","1,509","3,798",386
,"Rate per 100,000 inhabitants",,715.6,13.2,30.8,170.8,500.8,"5,010.8","1,328.2","3,342.9",339.7
"Jacksonville, FL M.S.A.",,"1,324,985", ,,,,, ,,,
,"Includes Baker, Clay, Duval, Nassau, and St. Johns Counties",,,,,,,,,,
,City of Jacksonville,"810,064","6,772",99,218,"2,359","4,096","41,781","11,306","27,754","2,721"
,Total area actually reporting,100.0%,"9,218",120,331,"2,729","6,038","57,086","14,747","38,889","3,450"
,"Rate per 100,000 inhabitants",,695.7,9.1,25.0,206.0,455.7,"4,308.4","1,113.0","2,935.1",260.4
"Jacksonville, NC M.S.A.",,"168,113", ,,,,, ,,,
,Includes Onslow County,,, ,,,,,,,
,City of Jacksonville,"77,508",241,8,38,50,145,"2,598",618,"1,869",111
,Total area actually reporting,100.0%,561,11,96,99,355,"6,079","1,983","3,849",247
,"Rate per 100,000 inhabitants",,333.7,6.5,57.1,58.9,211.2,"3,616.0","1,179.6","2,289.5",146.9
"Janesville, WI M.S.A.",,"161,011", ,,,,, ,,,
,Includes Rock County,,,,,,,,,,
,City of Janesville,"62,761",153,1,18,40,94,"2,245",332,"1,839",74
,Total area actually reporting,100.0%,398,6,40,108,244,"4,606",862,"3,564",180
,"Rate per 100,000 inhabitants",,247.2,3.7,24.8,67.1,151.5,"2,860.7",535.4,"2,213.5",111.8
"Jefferson City, MO M.S.A.",,"147,055", ,,,,, ,,,
,"Includes Callaway, Cole, Moniteau, and Osage Counties",,,,,,,,,,
,City of Jefferson City,"40,829",237,2,5,41,189,"1,409",218,"1,157",34
,Total area actually reporting,100.0%,462,5,30,65,362,"3,250",667,"2,461",122
,"Rate per 100,000 inhabitants",,314.2,3.4,20.4,44.2,246.2,"2,210.1",453.6,"1,673.5",83.0
"Johnson City, TN M.S.A.",,"198,071", ,,,,, ,,,
,"Includes Carter, Unicoi, and Washington Counties",,,,,,,,,,
,City of Johnson City,"62,689",278,7,15,62,194,"2,656",515,"2,036",105
,Total area actually reporting,100.0%,679,11,40,89,539,"5,551","1,443","3,856",252
,"Rate per 100,000 inhabitants",,342.8,5.6,20.2,44.9,272.1,"2,802.5",728.5,"1,946.8",127.2
"Jonesboro, AR M.S.A.",,"118,932", ,,,,, ,,,
,Includes Craighead and Poinsett Counties,,,,,,,,,,
,City of Jonesboro,"64,944",296,1,27,74,194,"3,097","1,221","1,772",104
,Total area actually reporting,98.8%,458,3,47,82,326,"4,519","1,808","2,569",142
,Estimated total,100.0%,465,3,48,83,331,"4,569","1,825","2,600",144
,"Rate per 100,000 inhabitants",,391.0,2.5,40.4,69.8,278.3,"3,841.7","1,534.5","2,186.1",121.1
"Kalamazoo-Portage, MI M.S.A.1",,"323,342",,,,,,,,,
,Includes Kalamazoo and Van Buren Counties1,, ,,,,,,,,
,City of Kalamazoo1,"71,664",702,2,71,204,425,"4,326","1,430","2,632",264
,City of Portage1,"46,269",140,2,24,24,90,"1,953",248,"1,653",52
,Total area actually reporting,99.0%,"1,407",12,200,294,901,"11,370","3,104","7,733",533
,Estimated total,100.0%,"1,417",12,201,296,908,"11,462","3,123","7,799",540
,"Rate per 100,000 inhabitants",,438.2,3.7,62.2,91.5,280.8,"3,544.9",965.9,"2,412.0",167.0
"Kansas City, MO-KS M.S.A.5",,"2,060,705",,,,,,,,,
,"Includes Franklin, Johnson, Leavenworth, Linn, Miami, and Wyandotte Counties, KS and Bates, Caldwell, Cass,5 Clay, Clinton, Jackson, Lafayette, Platte, and Ray Counties, MO",,,,,,,,,,
,"City of Kansas City, MO","484,684","6,303",100,276,"1,970","3,957","26,695","7,231","15,937","3,527"
,"City of Overland Park, KS","173,688",308,3,28,51,226,"4,507",534,"3,628",345
,"City of Kansas City, KS","142,102",940,35,80,318,507,"7,742","1,918","4,744","1,080"
,Total area actually reporting,99.0%,"10,983",162,696,"2,990","7,135",,,"48,224","7,482"
,Estimated total,100.0%,"11,044",163,700,"3,004","7,177",,,"48,714","7,527"
,"Rate per 100,000 inhabitants",,535.9,7.9,34.0,145.8,348.3,,,"2,363.9",365.3
"Kennewick-Pasco-Richland, WA M.S.A.",,"242,824",,,,,,,,,
,Includes Benton and Franklin Counties,,,,,,,,,,
